user_id_hash,vehicle_type,trip_id_source,time_sec,time_hms,lat,lon,accuracy_m,speed_mps,bearing_deg,provider,confidence
19eb08210e31af1f,bus,28446351_7953,33720,09:22:00,49.69934400094908,20.420810048818897,17.43409414090619,,,gps,0.4
19eb08210e31af1f,bus,28446351_7953,33750,09:22:30,49.70049380158858,20.419929402077532,30.267355313818637,4.755999864713488,333.64720000645457,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33780,09:23:00,49.70171400905917,20.419266221384497,22.70439268185794,4.793987638729677,340.6325987919149,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33810,09:23:30,49.70266443583907,20.418329112335233,20.197257415011087,4.178080034922015,327.4747815495757,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33840,09:24:00,49.70444076068542,20.418038706700194,23.903005881268694,6.620644491937469,353.96443302319307,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33870,09:24:30,49.70424827014197,20.420535995185656,21.550247635235326,6.028642927733648,96.79570232617266,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33900,09:25:00,49.70516116140371,20.42346443238479,21.857953908739436,7.79266504917389,64.26404237605226,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33930,09:25:30,49.70579329318386,20.42622414675077,18.565490436569362,7.017856310131651,70.49560153196,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33960,09:26:00,49.70609070580412,20.42840600658562,12.283204960430348,5.344900232925083,78.09677583067429,gps,0.8
19eb08210e31af1f,bus,28446351_7953,33990,09:26:30,49.7071224946597,20.42688860740117,11.359592222201897,5.277755031082084,316.4371313631175,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34020,09:27:00,49.70834401015857,20.425009473107423,25.303512971205393,6.386413477977001,315.1489469980732,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34050,09:27:30,49.710641964140464,20.42318208005441,19.400988696620793,9.577568754484947,332.786491848396,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34080,09:28:00,49.71291144533194,20.421410108474305,17.373771758510188,9.423136844232365,333.2123859944688,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34170,09:29:30,49.715827451369194,20.416092204158115,21.211239533957578,5.570266895131776,310.3011028952754,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34200,09:30:00,49.716594384756945,20.414735004721127,26.202827621663854,4.319692597728265,311.1529513903403,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34260,09:31:00,49.719970899303924,20.40850269362501,22.30205448841282,9.74279252773088,309.9638127398758,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34290,09:31:30,49.72054814324814,20.407258607527766,16.993156776881847,3.669529707147656,305.6664780288317,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34320,09:32:00,49.72163759668044,20.405669373214547,28.940749855671832,5.550560200160309,316.6781839834208,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34350,09:32:30,49.720572321033046,20.40066376737295,31.180620908912374,12.628008981420392,251.78149774913146,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34380,09:33:00,49.72036558732855,20.3958878856719,24.29629088340394,11.470138906156818,266.171347733897,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34410,09:33:30,49.719854723578045,20.39063239269592,27.337266348378474,12.73545922399301,261.4515337297581,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34440,09:34:00,49.718807632037034,20.385847669791534,29.04019132095735,12.10499764462092,251.30171147961016,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34470,09:34:30,49.71989062266903,20.380433596015514,28.330191911963396,13.580902160027904,287.19376273168564,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34500,09:35:00,49.72053679778317,20.374608189796707,25.0550482904734,14.163548958052424,279.7376777675721,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34530,09:35:30,49.72124671530253,20.369910462562466,24.95506675114904,11.560573646719591,283.15822251751183,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34560,09:36:00,49.72197750398173,20.36475894471257,24.455629865564667,12.63804881544595,282.37797186352987,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34590,09:36:30,49.721814003364514,20.361892003894393,14.192257640865972,6.896567967721482,264.95990189887584,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34620,09:37:00,49.722246547945666,20.358258023918328,25.60486592254938,8.854236217889284,280.43340351924815,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34650,09:37:30,49.72169529275224,20.35448171054952,12.551663134030257,9.276764771421302,257.2776057157207,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34710,09:38:30,49.72170103422287,20.345217136717952,16.11379035533737,11.100141292370768,270.05845662944324,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34740,09:39:00,49.72120872782712,20.34265770179709,29.43120953966409,6.398781478862857,253.43204106318387,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34770,09:39:30,49.721301565563124,20.33899423794674,26.490277948800284,8.785411535892951,272.24610560248493,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34830,09:40:30,49.72312985759808,20.3294325041959,30.598031325559703,11.946610777401267,286.47993548678573,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34860,09:41:00,49.7234964324542,20.32495835708035,19.43288773889016,10.806591682684827,277.22459984497954,fused,0.8
19eb08210e31af1f,bus,28446351_7953,34920,09:42:00,49.72931022549711,20.324939637748155,13.843726809633587,10.774428187680709,359.88075125113795,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34950,09:42:30,49.73076672730122,20.321666150819492,19.63115565533334,9.521180951198232,304.5426180180919,gps,0.8
19eb08210e31af1f,bus,28446351_7953,34980,09:43:00,49.73140142065623,20.31922935825604,21.80486341099966,6.294201879987257,291.9483142348343,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35010,09:43:30,49.73296030267621,20.314978277299865,21.65860809804041,11.709339570828535,299.56932093371654,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35040,09:44:00,49.73453144551978,20.3104550994884,28.352922179151665,12.301673546993534,298.25602478559193,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35070,09:44:30,49.73548029312678,20.302475949590722,18.864205909404525,19.435670417286342,280.42819405314015,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35100,09:45:00,49.73616421716249,20.294265697284768,23.391677522413985,19.830815278967574,277.34731658884397,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35190,09:46:30,49.73172496678355,20.280784293372,14.8822624602434,12.082193191088423,243.0078617196591,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35220,09:47:00,49.731030322637764,20.276862784243008,24.015495776423986,9.741467507622131,254.67596881648555,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35250,09:47:30,49.72810953785274,20.272834547531943,21.176983340110812,14.50323080247795,221.71806856787225,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35280,09:48:00,49.72589979506921,20.268341633841363,16.398055714457005,13.526554404240732,232.73647127219874,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35310,09:48:30,49.724620596020586,20.264822936066132,19.660402393691886,9.672818107642227,240.64943093844775,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35340,09:49:00,49.723486523931626,20.26130136199858,19.98825697544974,9.427178529907703,243.52138274764752,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35370,09:49:30,49.72179190838495,20.257745209735287,19.44253071340814,10.586041168014933,233.60719565072668,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35460,09:51:00,49.71811169298189,20.24932491263628,32.400267176293326,8.118678483021485,235.9436390520228,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35490,09:51:30,49.720421431357124,20.245179004604704,20.532398737306544,13.114821119216908,310.7528054449493,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35520,09:52:00,49.72332363566798,20.240108303988194,19.609201325601553,16.22810714737292,311.5205294825882,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35550,09:52:30,49.72482753893297,20.234676499002685,7.844362765708517,14.1587825461246,293.1865576366314,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35580,09:53:00,49.72598328966157,20.23095929577927,15.48156151818922,9.883311012460412,295.6872625059674,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35610,09:53:30,49.72663181337115,20.222597505423085,19.487479539587273,20.178754031501008,276.8446747812703,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35700,09:55:00,49.725158931018164,20.211738530626253,16.804025284186878,8.861724495339327,258.15422129567446,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35760,09:56:00,49.72638890488645,20.198843255656406,29.927193890633383,15.616138572776446,278.3982239912194,fused,0.8
19eb08210e31af1f,bus,28446351_7953,35940,09:59:00,49.750084617278695,20.186748525660416,20.110363761093783,15.41388430186272,341.7482554524416,gps,0.8
19eb08210e31af1f,bus,28446351_7953,35970,09:59:30,49.751469244605474,20.184714879610542,29.335235045748927,7.075140376649931,316.50068549188006,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36000,10:00:00,49.751949898491866,20.182548921321207,21.548902988383055,5.484398640274981,288.9566022658763,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36030,10:00:30,49.75345803168973,20.180793288111314,21.39354444964613,6.9944736205861116,323.05320138358405,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36060,10:01:00,49.7538789124765,20.17803096131889,20.59364615717477,6.796335782359506,283.2707221950759,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36090,10:01:30,49.75387791503405,20.174429804515405,21.181348302054648,8.623566578137039,269.9768110060859,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36120,10:02:00,49.75386281386461,20.170984157706133,32.06674695584588,8.251362589022852,269.61265074484356,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36150,10:02:30,49.75391671446463,20.167479622840524,6.434275644700017,8.394564255386468,271.3650498900663,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36180,10:03:00,49.753943143328826,20.16402457628881,8.453090018412752,8.274251708878857,270.67965676642575,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36210,10:03:30,49.75422831432407,20.15846209676899,17.709652045431955,13.362091722154634,274.53914831947833,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36240,10:04:00,49.75453733919217,20.153101111565768,21.24946384680281,12.888628709176972,275.10059246932985,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36270,10:04:30,49.75498384917932,20.147222192798672,25.537466962659845,14.1747341808991,276.70717431225,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36300,10:05:00,49.75548424300954,20.141583383848754,24.16002046259688,13.629468305752981,277.8232720922483,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36330,10:05:30,49.756043883918025,20.13602050700308,18.7183764476632,13.481249755893613,278.85316420057734,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36390,10:06:30,49.760120090946714,20.12566766852728,27.62530234288068,14.515348991393447,301.3650627242969,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36420,10:07:00,49.76396384812307,20.12073219780697,27.696084206687416,18.50974148373321,320.3284940784585,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36450,10:07:30,49.76584982316573,20.11871485880616,22.32550024666641,8.496568543056751,325.35955170821046,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36510,10:08:30,49.77158634388644,20.115689207338225,27.26740971908319,11.231136238039998,341.18933657090537,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36540,10:09:00,49.774839207769936,20.114220848946754,22.887780256479978,12.558613889717632,343.74789660926905,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36570,10:09:30,49.77831399552383,20.114561135703667,17.59342131899783,12.905020995250085,3.618458788972191,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36600,10:10:00,49.78097451659223,20.115379040523774,25.586419012025495,10.053637606357443,11.22760954852447,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36630,10:10:30,49.78420824961722,20.115910407696116,21.859333765514293,12.053097922006858,6.0562078855839445,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36660,10:11:00,49.787347486411235,20.116445113200605,21.16575706841099,11.705722648970147,6.27556323260751,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36690,10:11:30,49.79285898133801,20.118543247802073,30.506348163541347,21.03623933003686,13.806854707613127,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36720,10:12:00,49.798770893738144,20.12010705090134,5.601136445538945,22.229627414772946,9.689178903134405,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36750,10:12:30,49.800998371657506,20.12081904324078,12.158962101039503,8.43002526215154,11.657138853695471,fused,0.8
19eb08210e31af1f,bus,28446351_7953,36810,10:13:30,49.80635888853535,20.12091533367557,13.622708085725703,9.935038953206435,0.664187030007497,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36840,10:14:00,49.80890182136247,20.12024444022915,18.851573616806252,9.561015249458936,350.33761606887384,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36870,10:14:30,49.811072781519485,20.119434743401474,19.541209999701774,8.276445757799339,346.4674794930622,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36900,10:15:00,49.8134997161973,20.117772686848426,11.589991879384886,9.83465902954559,336.1589625696747,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36930,10:15:30,49.81646040337339,20.11821024434122,14.904281556664072,11.023564283744397,5.447208063198616,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36960,10:16:00,49.81879336572555,20.117387019155526,15.693339314888643,8.868408722511127,347.17398544815205,gps,0.8
19eb08210e31af1f,bus,28446351_7953,36990,10:16:30,49.82122247820962,20.11741719408878,36.75495567007286,9.003788649291145,0.45918677935497954,fused,0.8
19eb08210e31af1f,bus,28446351_7953,37110,10:18:30,49.83117402365835,20.117327469277992,32.59322579986365,9.221500698476671,359.6667825295772,gps,0.8
19eb08210e31af1f,bus,28446351_7953,37170,10:19:30,49.837172777519974,20.117324842393543,18.543806866245426,11.117183703487024,359.9838178328354,gps,0.8
19eb08210e31af1f,bus,28446351_7953,37200,10:20:00,49.84030768614781,20.11720054427199,18.849525746612247,11.623329619652372,358.5352157938279,gps,0.8
19eb08210e31af1f,bus,28446351_7953,37230,10:20:30,49.84350086746798,20.117109661430018,13.863052970491761,11.8375122754919,358.9484995092963,fused,0.8
19eb08210e31af1f,bus,28446351_7953,37260,10:21:00,49.8465451543722,20.11700614407034,9.046013552489384,11.286354340564293,358.74388156365956,gps,0.8
